provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox
KT_AI,Bestandeskarte 2019 Kt AR/AI,ch.geoportal.wald_flora_fauna.1603.0.bestandeskarte_2019_kt_arai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bestandeskarte 2019 Kt AR/AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.wald_flora_fauna.1603.0.bestandeskarte_2019_kt_arai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Waldbestandeskarte dient der forstlichen Planung. Bestände unterscheiden sich in der Baumartenzusammensetzung, dem Bestandesalter und dem Aufbau (Entwicklungsstufe, Deckungsgrad, Mischung).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.wald_flora_fauna.1603.0.bestandeskarte_2019_kt_arai&mapId=1603&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bienenstandorte Kt,ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bienenstandorte Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Darstellung der Bienenstandorte und Bienensperrgebiete.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt&mapId=64&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bodeneignungskarte CH,ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodeneignungskarte CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landwirtschaft, als WMS der swisstopo bezogen. In der Bodeneignungskarte ist jede Kartierungseinheit mit einem Code aus einem Grossbuchstaben und einer Zahl versehen. Die Buchstaben stehen für 25 verschiedene physiographische Einheiten. Die Zahlen geben verschiedene Formelemente der Landschaften wieder, geordnet nach Muttergestein, Hanglage und Hangneigung. Jede Kartierungseinheit entspricht zudem einem oder mehreren Bodentypen. Die insgesamt 144 Kartierungseinheiten sind in der Karte nach dem Gesichtspunkt der Bodeneignung in 18 unterschiedlich eingefärbten Gruppen zusammengefasst. Für diese Klassierung wurden in erster Linie landwirtschaftliche Kriterien verwendet.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch&mapId=1051&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bundesinventar der Landschaften und Naturdenkmäler (BLN) CH,ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bundesinventar der Landschaften und Naturdenkmäler (BLN) CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundes, als WMS der swisstopo bezogen. Artikel 5 des Bundesgesetzes über den Natur- und Heimatschutz (NHG) vom 1. Juli 1966 weist den Bundesrat an, Inventare mit Objekten von nationaler Bedeutung (Bundesinventare) zu erstellen. Beim Erlass dieser Inventare sind die Kantone anzuhören. Das Bundesinventar der Landschaften und Naturdenkmäler (BLN) stellt das erste Bundesinventar nach NHG dar. Vorstufe ist das KLN-Inventar (Inventar der zu erhaltenden Landschaften und Naturdenkmäler von nationaler Bedeutung), eine von privaten Organisationen in erster Auflage 1963 herausgegebene Arbeit, die periodisch ergänzt und überarbeitet wurde. Das BLN-Inventar wurde etappenweise in Rechtskraft gesetzt. Bisher hat der Bundesrat vier Inventarfolgen genehmigt: - eine 1. Serie 1977 mit 65 Objekten - eine 2. Serie 1983 mit 55 Objekten und 5 revidierten Objekten - eine 3. Serie 1996 mit 33 Objekten und 10 revidierten Objekten - eine 4. Serie 1998 mit 9 Objekten und 15 revidierten Objekten. In der Revision 2017 wurde ein Flächenabtausch zwischen den Objekten 1605 und 1606 vorgenommen.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch&mapId=1356&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Dufour Karte,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2184.0.dufour_karte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Dufour Karte||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2184.0.dufour_karte||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Energie, als WMS der swisstopo bezogen. Die Topographische Karte der Schweiz 1:100 000 (Dufourkarte) ist das erste amtliche Kartenwerk, das die Schweiz landesweit abdeckt. Sie wurde zwischen 1845 und 1865 publiziert und entstand damit parallel zum modernen Bundesstaat. Vorgeschichte: Nach ersten Ansätzen in der Helvetik (1798-1803) wurden ab 1809 erste Vermessungen auf eidgenössischer Ebene durch die Offiziere des Quartiermeisterstabs vorgenommen. Doch die Arbeiten kamen erst richtig vom Fleck, als Guillaume-Henri Dufour (1787-1875) 1832 zum Oberstquartiermeister der Eidgenossenschaft (Generalstabschef) ernannt wurde. Zu seinen Aufgaben gehörte auch die Erstellung der Topographischen Karte der Schweiz 1:100 000.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.2184.0.dufour_karte&mapId=2184&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Durchgangsleitungen aus AV Gde,ch.geoportal.ver_entsorgung_kommunikation.121.0.durchgangsleitungen_aus_av_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Durchgangsleitungen aus AV Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.121.0.durchgangsleitungen_aus_av_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte stellt bedeutende Durchgangsleitungen dar, welche aus den Daten der amtlichen Vermessung stammen. Darin ersichtlich sind Durchgangsleitungen aus Gas, Öl und Elektrizität (wie Hochspannungsfreileitungen).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.121.0.durchgangsleitungen_aus_av_gde&mapId=121&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Eisenbahnlärmkataster Nacht CH,ch.geoportal.umwelt_naturschutz.1850.0.eisenbahnlaermkataster_nacht_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Eisenbahnlärmkataster Nacht CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.umwelt_naturschutz.1850.0.eisenbahnlaermkataster_nacht_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte zeigt, welcher Lärmbelastung die Bevölkerung durch den Eisenbahnverkehr in der Nacht ausgesetzt ist. Die Angaben basieren auf flächendeckenden Modellberechnungen. Die neue Eisenbahnlärmberechnung basiert auf der Verkehrszählung des Jahres 2015. Diese wurden für das Netz der SBB, BLS, SOB, zb und RhB auf der Grundlage der Verkehrsdaten errechnet und im Emissionskataster 2015 festgehalten. Bei den Berechnungen wurde ein Streckennetz von rund 4000 km berücksichtigt. Die Daten sind gesetzlich nicht verbindlich. Verbindliche Angaben zur Lärmbelastung wie auch zur Lärmsanierung gibt die Vollzugsbehörde des Bundes, das Bundesamt für Verkehr (BAV).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1850.0.eisenbahnlaermkataster_nacht_ch&mapId=1850&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Eisenbahnlärmkataster Tag CH,ch.geoportal.umwelt_naturschutz.1006.0.eisenbahnlaermkataster_tag_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Eisenbahnlärmkataster Tag CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.umwelt_naturschutz.1006.0.eisenbahnlaermkataster_tag_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte zeigt, welcher Lärmbelastung die Bevölkerung durch den Eisenbahnverkehr am Tag ausgesetzt ist. Die Angaben basieren auf flächendeckenden Modellberechnungen. Die neue Eisenbahnlärmberechnung basiert auf der Verkehrszählung des Jahres 2015. Diese wurden für das Netz der SBB, BLS, SOB, zb und RhB auf der Grundlage der Verkehrsdaten errechnet und im Emissionskataster 2015 festgehalten. Bei den Berechnungen wurde ein Streckennetz von rund 4000 km berücksichtigt. Die Daten sind gesetzlich nicht verbindlich. Verbindliche Angaben zur Lärmbelastung wie auch zur Lärmsanierung gibt die Vollzugsbehörde des Bundes, das Bundesamt für Verkehr (BAV).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1006.0.eisenbahnlaermkataster_tag_ch&mapId=1006&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Elektrizität Stromnetzgebiete Kt,ch.geoportal.ver_entsorgung_kommunikation.72.0.elektrizitaet_stromnetzgebiete_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Elektrizität Stromnetzgebiete Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.72.0.elektrizitaet_stromnetzgebiete_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Zuteilung der Stromnetzgebiete gemäss Stromversorgungsgesetz (SR 734.7; abgekürzt StromVG). Dargestellt sind die Netzebenen NE5, NE6 und NE7.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.72.0.elektrizitaet_stromnetzgebiete_kt&mapId=72&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Elektrizität Werkplan Gde,ch.geoportal.ver_entsorgung_kommunikation.503.0.elektrizitaet_werkplan_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Elektrizität Werkplan Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.503.0.elektrizitaet_werkplan_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte zeigt die Werkleitungen der Stromversorgung an. Es wird das Stromnetz mit den Freileitungen und Kabeltrassen dargestellt. Darin ersichtlich sind unter anderem Leitungen mit Niederspannung, Mittelspannung, Hochspannung und Transformierung sowie Trafostationen und Verteilkabinen.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.503.0.elektrizitaet_werkplan_gde&mapId=503&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Energiestädte CH,ch.geoportal.ver_entsorgung_kommunikation.1043.0.energiestaedte_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Energiestädte CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.1043.0.energiestaedte_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Energie, als WMS der swisstopo bezogen. Das Label Energiestadt ist ein Leistungsausweis für Gemeinden, die eine nachhaltige kommunale Energiepolitik vorleben und umsetzen. Energiestädte fördern erneuerbare Energien, umweltverträgliche Mobilität und setzen auf eine effiziente Nutzung der Ressourcen. Um das Label Energiestadt zu erreichen, muss eine Gemeinde mindestens 50% ihres energiepolitischen Handlungsspielraums, ermittelt anhand des Energiestadt-Katalogs, realisiert oder beschlossen haben. Die höchste Auszeichnung ist der `European Energy Award®GOLD`. Diese Ehrung erhalten Energiestädte, die 75 Prozent oder mehr der Massnahmen des beim Zertifizierungsverfahren erstellten Katalogs umgesetzt haben. Mit dem GOLD-Award krönen Energiestädte ihr Engagement für eine nachhaltige Energiezukunft. Das Label beruht auf der Beurteilung der kommunalen Energiepolitik in Entwicklungsplanung und Raumordnung, kommunaler Gebäude und Anlagen, der Versorgung und Entsorgung, der Mobilität, der internen Organisation sowie von Kommunikation und Kooperation.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.1043.0.energiestaedte_ch&mapId=1043&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
